mets	metNames	compartment	metFormulas
MAM04027c	Tryptophanyl-Phenylalanine	Cytosol	C20H21N3O3
MAM04028c	Tryptophanyl-Prolyl-Glycine	Cytosol	C18H21N4O4
MAM04029c	Tryptophanyl-Prolyl-Leucine	Cytosol	C22H30N4O4
MAM04030c	Tryptophanyl-Prolyl-Valine	Cytosol	C21H28N4O4
MAM04031c	Tryptophanyl-Seryl-Tyrosine	Cytosol	C23H26N4O6
MAM04032c	Tryptophanyl-Threonyl-Glutamate	Cytosol	C20H25N4O7
MAM04033c	Tryptophanyl-Threonyl-Isoleucine	Cytosol	C21H30N4O5
MAM04034c	Tryptophanyl-Threonyl-Tyrosine	Cytosol	C24H28N4O6
MAM04035c	Tryptophanyl-Tyrosyl-Glutamine	Cytosol	C25H29N5O6
MAM04036c	Tryptophanyl-Tyrosyl-Tyrosine	Cytosol	C29H30N4O6
MAM04037c	Tryptophanyl-Valyl-Aspartate	Cytosol	C20H25N4O6
MAM04043c	Tyrosyl-Alanine	Cytosol	C12H16N2O4
MAM04044c	Tyrosyl-Alaninyl-Phenylalanine	Cytosol	C21H25N3O5
MAM04045c	Tyrosyl-Arginyl-Glutamate	Cytosol	C20H30N6O7
MAM04046c	Tyrosyl-Arginyl-Serine	Cytosol	C18H29N6O6
MAM04047c	Tyrosyl-Aspartyl-Arginine	Cytosol	C19H28N6O7
MAM04048c	Tyrosyl-Cysteinyl-Glycine	Cytosol	C14H19N3O5S
MAM04049c	Tyrosyl-Cysteinyl-Threonine	Cytosol	C16H23N3O6S
MAM04050c	Tyrosyl-Glutamate	Cytosol	C14H17N2O6
MAM04051c	Tyrosyl-Leucyl-Arginine	Cytosol	C21H35N6O5
MAM04052c	Tyrosyl-Phenylalanyl-Tyrosine	Cytosol	C27H29N3O6
MAM04053c	Tyrosyl-Threonine	Cytosol	C13H18N2O5
MAM04054c	Tyrosyl-Tryptophanyl-Phenylalanine	Cytosol	C29H30N4O5
MAM04055c	Tyrosyl-Tyrosine	Cytosol	C18H20N2O5
MAM04056c	Tyrosyl-Valyl-Methionine	Cytosol	C19H29N3O5S
MAM04062c	Valyl-Arginyl-Glycine	Cytosol	C13H27N6O4
MAM04063c	Valyl-Histidyl-Asparagine	Cytosol	C15H24N6O5
MAM04064c	Valyl-Leucyl-Phenylalanine	Cytosol	C20H31N3O4
MAM04065c	Valyl-Lysyl-Tyrosine	Cytosol	C20H33N4O5
MAM04066c	Valyl-Phenylalanyl-Arginine	Cytosol	C20H33N6O4
MAM04067c	Valyl-Prolyl-Tryptophan	Cytosol	C21H28N4O4
MAM04068c	Valyl-Seryl-Arginine	Cytosol	C14H29N6O5
MAM04069c	Valyl-Tryptophanyl-Phenylalanine	Cytosol	C25H30N4O4
MAM04070c	Valyl-Tryptophanyl-Valine	Cytosol	C21H30N4O4
MAM04071c	Valyl-Valine	Cytosol	C10H20N2O3
MAM04016c	Tryptophanyl-Glycyl-Aspartate	Cytosol	C17H19N4O6
MAM03626c	Glycylleucine	Cytosol	C8H16N2O3
MAM04077c	1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)	Cytosol	C45H74O2
MAM04076c	1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)	Cytosol	C45H76O2
MAM04075c	1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)	Cytosol	C45H78O2
MAM04079c	1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)	Cytosol	C47H74O2
MAM04078c	Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)	Cytosol	C47H76O2
MAM04080c	Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)	Cytosol	C49H76O2
MAM02908e	SM pool	Extracellular	C23H48N2O5PRCO
MAM01954c	glcnac-alpha-1,4-core 1	Cytosol	C22H37N2O15X
MAM01954e	glcnac-alpha-1,4-core 1	Extracellular	C22H37N2O15X
MAM03394c	L-Homocystine	Cytosol	C8H16N2O4S2
MAM03394e	L-Homocystine	Extracellular	C8H16N2O4S2
MAM02543e	N-acetylneuraminate	Extracellular	C11H18NO9
MAM03481c	Band Membrane Protein (Universal, Erythrocyte --> 2.1,3,4.1)	Cytosol	BaH
MAM03482c	Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)	Cytosol	BaCH3
MAM02525e	N-acetylgalactosamine	Extracellular	C8H15NO6
MAM01609e	core 4	Extracellular	C24H40N3O15X
MAM03585e	D-Galactosamine	Extracellular	C6H13NO5
MAM03585c	D-Galactosamine	Cytosol	C6H13NO5
MAM03772c	Menaquinone-10	Cytosol	C61H88O2
MAM03772e	Menaquinone-10	Extracellular	C61H88O2
MAM03773c	Menaquinone-11	Cytosol	C66H96O2
MAM03773e	Menaquinone-11	Extracellular	C66H96O2
MAM03774c	Menaquinone-7	Cytosol	C46H64O2
MAM03774e	Menaquinone-7	Extracellular	C46H64O2
MAM03776c	Menaquinone-9	Cytosol	C56H80O2
MAM03776e	Menaquinone-9	Extracellular	C56H80O2
MAM01651e	de-Fuc form of PA6 (wo peptide linkage)	Extracellular	C84H136N6O62
MAM01801e	F1alpha	Extracellular	C22H37N2O15X
MAM02393e	lipoamide	Extracellular	C8H15NOS2
MAM02393c	lipoamide	Cytosol	C8H15NOS2
MAM02654e	O-methylhippurate	Extracellular	C10H10NO3
MAM03775c	Menaquinone-8	Cytosol	C51H72O2
MAM01991e	glycogenin G4G4	Extracellular	C1827H2805N455O568S14
MAM00758e	3alpha,7alpha-dihydroxy-5beta-cholestanate	Extracellular	C27H45O4
MAM00752e	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate	Extracellular	C27H45O5
MAM01093e	5beta-cholestane-3alpha,7alpha,26-triol	Extracellular	C27H48O3
MAM01182e	7alpha-hydroxycholest-4-en-3-one	Extracellular	C27H44O2
MAM01178e	7alpha,12alpha-dihydroxycholest-4-en-3-one	Extracellular	C27H44O3
MAM03313e	7-Ketolithocholate	Extracellular	C24H37O4
MAM00671e	2-oxobutyrate	Extracellular	C4H5O3
MAM03614e	Glutarate	Extracellular	C5H6O4
MAM01683e	D-gluconic acid	Extracellular	C6H11O7
MAM02358c	L-erythro-4-hydroxyglutamate	Cytosol	C5H8NO5
MAM00989c	4-hydroxy-2-oxoglutarate	Cytosol	C5H4O6
MAM03626e	Glycylleucine	Extracellular	C8H16N2O3
MAM03590c	2-Trans,6-Trans,10-Trans-Geranylgeranyl Diphosphate	Cytosol	C20H33O7P2
MAM01681e	D-glucarate	Extracellular	C6H8O8
MAM03193c	(Z)-But-2-Ene-1,2,3-Tricarboxylate	Cytosol	C7H5O6
MAM03771c	(2S,3R)-3-Hydroxybutane-1,2,3-Tricarboxylate	Cytosol	C7H7O7
MAM00995e	4-hydroxybenzoate	Extracellular	C7H5O3
MAM00729e	3,4-dihydroxyphenylacetate	Extracellular	C8H7O4
MAM03775e	Menaquinone-8	Extracellular	C51H72O2
MAM03510e	Methanethiol	Extracellular	CH4S
MAM02725e	phenylpyruvate	Extracellular	C9H7O3
MAM03099e	tyramine	Extracellular	C8H12NO
MAM00654e	2-hydroxyphenylacetate	Extracellular	C8H7O3
MAM02336e	lanosterol	Extracellular	C30H50O
MAM03136e	vanillylmandelate	Extracellular	C9H9O5
MAM02007e	glyoxalate	Extracellular	C2H1O3
MAM00664c	2-methylbutyrylglycine	Cytosol	C7H12NO3
MAM00664e	2-methylbutyrylglycine	Extracellular	C7H12NO3
MAM00825c	3-methylcrotonoylglycine	Cytosol	C7H10NO3
MAM00825e	3-methylcrotonoylglycine	Extracellular	C7H10NO3
MAM02190c	isovalerylglycine	Cytosol	C7H12NO3
MAM02190e	isovalerylglycine	Extracellular	C7H12NO3
MAM03407m	N-Acetyl-Tyrosine	Mitochondria	C11H12NO4
MAM03407c	N-Acetyl-Tyrosine	Cytosol	C11H12NO4
MAM03407e	N-Acetyl-Tyrosine	Extracellular	C11H12NO4
MAM03956c	Succinyl-Acetoacetate	Cytosol	C8H8O6
MAM03957c	Succinylacetone	Cytosol	C7H9O4
MAM03957e	Succinylacetone	Extracellular	C7H9O4
MAM04073c	Vanilpyruvic Acid	Cytosol	C10H9O5
MAM04072c	Vanil-Lactate	Cytosol	C10H11O5
MAM00830m	3-O-methyldopa	Mitochondria	C10H13NO4
MAM03778m	N-Acetylvanilalanine	Mitochondria	C12H14NO5
MAM03778c	N-Acetylvanilalanine	Cytosol	C12H14NO5
MAM03778e	N-Acetylvanilalanine	Extracellular	C12H14NO5
MAM04072e	Vanil-Lactate	Extracellular	C10H11O5
MAM03176c	2-Hydroxy-3-Methyl-Valerate	Cytosol	C6H11O3
MAM03176e	2-Hydroxy-3-Methyl-Valerate	Extracellular	C6H11O3
MAM03186c	2-Hydroxy-Isovalerate	Cytosol	C5H9O3
MAM03186e	2-Hydroxy-Isovalerate	Extracellular	C5H9O3
MAM03189m	2-Methyl-3-Hydroxy-Butyrate	Mitochondria	C5H9O3
MAM03189c	2-Methyl-3-Hydroxy-Butyrate	Cytosol	C5H9O3
MAM03189e	2-Methyl-3-Hydroxy-Butyrate	Extracellular	C5H9O3
MAM03192m	2-Methyl-3-Oxo-Valeryl Coenzyme A	Mitochondria	C27H40N7O18P3S
MAM03191m	2-Methyl-3-Oxo-Valerate	Mitochondria	C6H9O3
MAM03191c	2-Methyl-3-Oxo-Valerate	Cytosol	C6H9O3
MAM03190c	2-Methyl-3-Hydroxy-Valerate	Cytosol	C6H11O3
MAM03190e	2-Methyl-3-Hydroxy-Valerate	Extracellular	C6H11O3
MAM03212c	3-Hydroxy-3-Methyl-Glutarate	Cytosol	C6H8O5
MAM03212e	3-Hydroxy-3-Methyl-Glutarate	Extracellular	C6H8O5
MAM03245m	3-Methyl-Glutaconate	Mitochondria	C6H6O4
MAM03245c	3-Methyl-Glutaconate	Cytosol	C6H6O4
MAM03245e	3-Methyl-Glutaconate	Extracellular	C6H6O4
MAM03246c	3-Methyl-Glutarate	Cytosol	C6H8O4
MAM03246e	3-Methyl-Glutarate	Extracellular	C6H8O4
MAM03886m	Propionyl-Glycine	Mitochondria	C5H8NO3
MAM03886c	Propionyl-Glycine	Cytosol	C5H8NO3
MAM03886e	Propionyl-Glycine	Extracellular	C5H8NO3
MAM03777c	Mevalonate-Lactone	Cytosol	C6H10O3
MAM03777e	Mevalonate-Lactone	Extracellular	C6H10O3
MAM03997m	Tiglyl Glycine	Mitochondria	C7H10NO3
MAM03997c	Tiglyl Glycine	Cytosol	C7H10NO3
MAM03997e	Tiglyl Glycine	Extracellular	C7H10NO3
MAM03964m	Trans-Delta-2-Glutaryl Coenzyme A	Mitochondria	C26H35N7O19P3S
MAM03222m	3-Hydroxy-Glutaryl Coenzyme A	Mitochondria	C26H37N7O20P3S
MAM03257m	3-Hydroxy-Glutarate	Mitochondria	C5H6O5
MAM03257c	3-Hydroxy-Glutarate	Cytosol	C5H6O5
MAM03257e	3-Hydroxy-Glutarate	Extracellular	C5H6O5
MAM03613m	Glutaconyl Coenzyme A	Mitochondria	C26H35N7O19P3S
MAM03615m	Glutaconate	Mitochondria	C5H4O4
MAM03615c	Glutaconate	Cytosol	C5H4O4
MAM03615e	Glutaconate	Extracellular	C5H4O4
MAM03227m	3-Hydroxyisovaleric Acid	Mitochondria	C5H9O3
MAM03227c	3-Hydroxyisovaleric Acid	Cytosol	C5H9O3
MAM03227e	3-Hydroxyisovaleric Acid	Extracellular	C5H9O3
MAM03213x	3-Hydroxy-Adipoyl Coenzyme A	Peroxisome	C27H39N7O20P3S
MAM03214x	3-Hydroxy-Adipate	Peroxisome	C6H8O5
MAM03214c	3-Hydroxy-Adipate	Cytosol	C6H8O5
MAM03214e	3-Hydroxy-Adipate	Extracellular	C6H8O5
MAM03259x	3-Hydroxy-Sebacoyl Coenzyme A	Peroxisome	C31H47N7O20P3S
MAM03258x	3-Hydroxy-Sebacic Acid	Peroxisome	C10H16O5
MAM03258c	3-Hydroxy-Sebacic Acid	Cytosol	C10H16O5
MAM03258e	3-Hydroxy-Sebacic Acid	Extracellular	C10H16O5
MAM03261x	3-Hydoxy-Suberyl Coenzyme A	Peroxisome	C29H43N7O20P3S
MAM03260x	3-Hydoxy-Suberic Acid	Peroxisome	C8H12O5
MAM03260c	3-Hydoxy-Suberic Acid	Cytosol	C8H12O5
MAM03260e	3-Hydoxy-Suberic Acid	Extracellular	C8H12O5
MAM03287c	5-Hydroxyhexanoic Acid	Cytosol	C6H11O3
MAM03287e	5-Hydroxyhexanoic Acid	Extracellular	C6H11O3
MAM03314c	7-Hydroxy-Octanoate	Cytosol	C8H15O3
MAM03314e	7-Hydroxy-Octanoate	Extracellular	C8H15O3
MAM03576c	Ethylmalonyl Coenzyme A	Cytosol	C26H37N7O19P3S
MAM03575c	Ethylmalonic Acid	Cytosol	C5H6O4
MAM03575e	Ethylmalonic Acid	Extracellular	C5H6O4
MAM03660c	Hexanoyl-Glycine	Cytosol	C8H14NO3
MAM03660e	Hexanoyl-Glycine	Extracellular	C8H14NO3
MAM03766c	Methyl-Succinyl Coenzyme A	Cytosol	C26H37N7O19P3S
MAM03765c	Methyl-Succinate	Cytosol	C5H6O4
MAM03765e	Methyl-Succinate	Extracellular	C5H6O4
MAM03955c	Suberyl-Glycine	Cytosol	C10H15NO5
MAM03955e	Suberyl-Glycine	Extracellular	C10H15NO5
MAM03277m	4-Hydroxy-Butyrate	Mitochondria	C4H7O3
MAM03277c	4-Hydroxy-Butyrate	Cytosol	C4H7O3
MAM03277e	4-Hydroxy-Butyrate	Extracellular	C4H7O3
MAM03804c	1-Stearoylglycerophosphoinositol	Cytosol	C27H52O12P
MAM03861c	1-Stearoylglycerophosphoethanolamine	Cytosol	C23H48NO7P
MAM03187e	2-Hydroxy-Isocaproate	Extracellular	C6H11O3
MAM03187c	2-Hydroxy-Isocaproate	Cytosol	C6H11O3
MAM03188c	2-Hydroxy-Glutarate	Cytosol	C5H6O5
MAM03188e	2-Hydroxy-Glutarate	Extracellular	C5H6O5
MAM03614c	Glutarate	Cytosol	C5H6O4
MAM03981m	7Z,10Z-Hexadecadienoic Acid	Mitochondria	C16H27O2
MAM03981c	7Z,10Z-Hexadecadienoic Acid	Cytosol	C16H27O2
MAM03981e	7Z,10Z-Hexadecadienoic Acid	Extracellular	C16H27O2
MAM03657m	(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid	Mitochondria	C16H25O2
MAM03657c	(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid	Cytosol	C16H25O2
MAM03657e	(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid	Extracellular	C16H25O2
MAM03683m	Trans-Delta-2-Heptadecanoyl Coenzyme A	Mitochondria	C38H62N7O17P3S
MAM03682m	Trans-Delta-2-Heptadecanoic Acid	Mitochondria	C17H31O2
MAM03682c	Trans-Delta-2-Heptadecanoic Acid	Cytosol	C17H31O2
MAM03682e	Trans-Delta-2-Heptadecanoic Acid	Extracellular	C17H31O2
MAM03568c	Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid	Cytosol	C20H33O2
MAM03568e	Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid	Extracellular	C20H33O2
MAM03283m	5,8,11,14,17-Eicosapentenoic Acid	Mitochondria	C20H29O2
MAM03283c	5,8,11,14,17-Eicosapentenoic Acid	Cytosol	C20H29O2
MAM03283e	5,8,11,14,17-Eicosapentenoic Acid	Extracellular	C20H29O2
MAM00981e	4-coumarate	Extracellular	C9H7O3
MAM00971e	4-androstene-3,17-dione	Extracellular	C19H26O2
MAM00399c	16alpha-hydroxydehydroepiandrosterone	Cytosol	C19H28O3
MAM00399e	16alpha-hydroxydehydroepiandrosterone	Extracellular	C19H28O3
MAM01064e	5alpha-androstane-3,17-dione	Extracellular	C19H28O2
MAM01065e	5alpha-androstane-3alpha,17beta-diol	Extracellular	C19H32O2
MAM00649e	2-hydroxyestradiol-17beta	Extracellular	C18H24O3
MAM00660e	2-methoxyestrone	Extracellular	C19H24O3
MAM00659e	2-methoxyestradiol-17beta	Extracellular	C19H26O3
MAM00604e	21-hydroxyallopregnanolone	Extracellular	C21H34O3
MAM00295e	11-deoxycortisol	Extracellular	C21H30O4
MAM00294e	11-deoxycorticosterone	Extracellular	C21H30O3
MAM02763e	pregnenolone	Extracellular	C21H32O2
MAM01314e	allopregnanolone	Extracellular	C21H34O2
MAM00409e	17alpha-hydroxyprogesterone	Extracellular	C21H30O3
MAM00408e	17alpha-hydroxypregnenolone	Extracellular	C21H32O3
MAM01072e	5alpha-pregnane-3,20-dione	Extracellular	C21H32O2
MAM02762e	pregnenolone sulfate	Extracellular	C21H31O5S
MAM00407e	17alpha-hydroxypregnenolone sulfate	Extracellular	C21H31O6S
MAM02473e	methylamine	Extracellular	C1H6N
MAM02601e	N-methylhistamine	Extracellular	C6H12N3
MAM00988e	4-hydroxy-2-nonenal	Extracellular	C9H16O2
MAM02518e	N8-acetylspermidine	Extracellular	C9H23N3O
MAM02603e	N-methylsalsolinol	Extracellular	C11H16NO2
MAM02875e	salsolinol	Extracellular	C10H14NO2
MAM02803e	protoporphyrin	Extracellular	C34H32N4O4
MAM01045e	5,10-methylene-THF	Extracellular	C20H21N7O6
MAM03088e	tryptamine	Extracellular	C10H13N2
MAM02891e	selenomethionine	Extracellular	C5H11NO2Se
MAM00028e	(18R)-HEPE	Extracellular	C20H29O3
MAM01039e	5(S)-HEPE	Extracellular	C20H29O3
MAM01050e	5,15-DiHETE	Extracellular	C20H31O4
MAM00385e	15-deoxy-prostaglandin J2	Extracellular	C20H27O3
MAM00293e	11-dehydro-thromboxane B2	Extracellular	C20H31O6
MAM02823e	quinonoid dihydrobiopterin	Extracellular	C9H13N5O3
MAM00248e	1,3-diaminopropane	Extracellular	C3H12N2
MAM02117e	hexadecenoylcarnitine(9)	Extracellular	C23H43NO4
MAM02503e	N1-acetylspermidine	Extracellular	C9H23N3O
MAM01110e	5-hydroxytryptophol	Extracellular	C10H11NO2
MAM00727e	3,4-dihydroxymandelate	Extracellular	C8H7O5
MAM01113e	5-methoxytryptophol	Extracellular	C11H13NO2
MAM01417e	calcitriol	Extracellular	C27H44O3
MAM02181c	isobutyrylglycine	Cytosol	C6H10NO3
MAM02181e	isobutyrylglycine	Extracellular	C6H10NO3
MAM02534c	N-acetyl-L-cysteine	Cytosol	C5H8NO3S
MAM02534e	N-acetyl-L-cysteine	Extracellular	C5H8NO3S
MAM02942c	succinate semialdehyde	Cytosol	C4H5O3
MAM02942e	succinate semialdehyde	Extracellular	C4H5O3
MAM00373e	15(R)-HEPE	Extracellular	C20H29O3
MAM01767e	ecgonine-methyl ester	Extracellular	C10H17NO3
MAM00324c	12-hydroxy-arachidonate	Cytosol	C20H31O3
MAM00324e	12-hydroxy-arachidonate	Extracellular	C20H31O3
MAM00428c	18-hydroxy-arachidonate	Cytosol	C20H31O3
MAM00428e	18-hydroxy-arachidonate	Extracellular	C20H31O3
MAM02933e	squalene	Extracellular	C30H50
MAM01101c	5-guanidino-2-oxopentanoate	Cytosol	C6H11N3O3
MAM01101e	5-guanidino-2-oxopentanoate	Extracellular	C6H11N3O3
MAM01660e	dehydroepiandrosterone	Extracellular	C19H28O2
MAM01790e	estrone	Extracellular	C18H22O2
MAM00650e	2-hydroxyestrone	Extracellular	C18H22O3
MAM01504c	cholesterol-ester-palm	Cytosol	C43H76O2
MAM01504e	cholesterol-ester-palm	Extracellular	C43H76O2
MAM00610e	24-hydroxycholesterol	Extracellular	C27H46O2
MAM00623e	26-hydroxycholesterol	Extracellular	C27H46O2
MAM00619c	25-hydroxycholesterol	Cytosol	C27H46O2
MAM00619e	25-hydroxycholesterol	Extracellular	C27H46O2
MAM01675e	desmosterol	Extracellular	C27H44O
MAM01512e	cholesterol-sulfate	Extracellular	C27H45O4S
MAM00807e	3-iodo-L-tyrosine	Extracellular	C9H10INO3
MAM00739e	3,5-diiodo-L-tyrosine	Extracellular	C9H9I2NO3
MAM00350e	13-cis-retinoate	Extracellular	C20H27O2
MAM01231e	9-cis-retinoate	Extracellular	C20H27O2
MAM04074c	Very Low Density Lipoprotein	Cytosol	X
MAM04074e	Very Low Density Lipoprotein	Extracellular	X
MAM01351e	apoB100	Extracellular	C23182H36564N6112O6944S104
MAM01353e	apoC1	Extracellular	C421H695N109O124S2
MAM01354e	apoC2	Extracellular	C509H801N123O159S3
MAM01355e	apoC3	Extracellular	C484H760N128O149S3
MAM01359e	apoE	Extracellular	C1569H2559N477O483S10
MAM03692e	Intermediate Density Lipoprotein	Extracellular	X
MAM03710e	Low Density Lipoprotein	Extracellular	X
MAM03647e	High Density Lipoprotein	Extracellular	X
MAM03511c	Chylomicron Lipoprotein	Cytosol	X
MAM03511e	Chylomicron Lipoprotein	Extracellular	X
MAM00576e	2,5-dihydroxybenzoate	Extracellular	C7H5O4
MAM01839e	formyl-N-acetyl-5-methoxykynurenamine	Extracellular	C13H16N2O4
MAM02714e	peroxynitrite	Extracellular	NO3
MAM02134e	homocysteine-thiolactone	Extracellular	C4H8NOS
MAM01927e	gamma-glutamyl-cysteine	Extracellular	C8H13N2O5S
MAM02460e	melatonin	Extracellular	C13H16N2O2
MAM01161e	6-hydroxymelatonin	Extracellular	C13H16N2O3
MAM02752e	picolinic acid	Extracellular	C6H4NO2
MAM03125e	uroporphyrin I	Extracellular	C40H30N4O16
MAM02756e	porphobilinogen	Extracellular	C10H13N2O4
MAM02771e	propane-1,2-diol	Extracellular	C3H8O2
MAM02870e	S-adenosylmethioninamine	Extracellular	C14H24N6O3S
MAM02425e	L-xylulose	Extracellular	C5H10O5
MAM01759e	D-xylulose	Extracellular	C5H10O5
MAM02441e	malonic-dialdehyde	Extracellular	C3H3O2
MAM02166e	imidazole-4-acetate	Extracellular	C5H5N2O2
MAM01332e	aminoacetone	Extracellular	C3H8NO
MAM02927e	sphinganine	Extracellular	C18H40NO2
MAM00635e	2-arachidonoylglycerol	Extracellular	C23H38O4
MAM02766e	(2S)-pristanic acid	Extracellular	C19H37O2
MAM00314e	12,13-hydroxyoctadec-9(z)-enoate	Extracellular	C18H33O4
MAM01220e	9,10-hydroxyoctadec-12(Z)-enoate	Extracellular	C18H33O4
MAM01841e	fructose-1,6-bisphosphate	Extracellular	C6H10O12P2
MAM01601e	cocaine	Extracellular	C17H21NO4
MAM01073e	5-amino-2-oxopentanoic acid	Extracellular	C5H9NO3
MAM01073c	5-amino-2-oxopentanoic acid	Cytosol	C5H9NO3
MAM03565c	Dopamine 4-O-Sulphate	Cytosol	C8H11NO5S
MAM03564c	Dopamine-4-O-Glucuronide	Cytosol	C14H19NO8
MAM03563c	Dopamine-3-O-Glucuronide	Cytosol	C14H19NO8
MAM03197c	3,4-Dihydroxyphenylethanol	Cytosol	C8H10O3
MAM03565e	Dopamine 4-O-Sulphate	Extracellular	C8H11NO5S
MAM03564e	Dopamine-4-O-Glucuronide	Extracellular	C14H19NO8
MAM03563e	Dopamine-3-O-Glucuronide	Extracellular	C14H19NO8
MAM01139e	5-S-glutathionyl-L-dopa	Extracellular	C19H25N4O10S
MAM03282e	5-S-Cysteinylglycine Dopa	Extracellular	C14H19N3O7S
MAM01134e	5-S-cysteinyldopa	Extracellular	C12H16N2O6S
MAM03295c	6-Hydroxydopamine-Quinone	Cytosol	C8H10NO3
MAM03281c	5-S-Cysteinyldopamine	Cytosol	C11H17N2O4S
MAM02160c	2,3-Dihydro-1H-Indole-5,6-Dione	Cytosol	C8H7NO2
MAM03270c	4-S-Glutathionyl-5,6-Dihydroxyindoline	Cytosol	C18H23N4O8S
MAM03270e	4-S-Glutathionyl-5,6-Dihydroxyindoline	Extracellular	C18H23N4O8S
MAM03281e	5-S-Cysteinyldopamine	Extracellular	C11H17N2O4S
MAM01138e	5-S-glutathionyl-dopamine	Extracellular	C18H26N4O8S
MAM01154e	6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	Extracellular	C9H12NO2
MAM00231e	1,2-dehydrosalsolinol	Extracellular	C10H11NO2
MAM01699r	dihydroceramide pool	Endoplasmic reticulum	C18H38NO2RCO
MAM02927g	sphinganine	Golgi apparatus	C18H40NO2
MAM01699g	dihydroceramide pool	Golgi apparatus	C18H38NO2RCO
MAM03863g	Phytoceramide	Golgi apparatus	C18H38NO3RCO
MAM02749g	phytosphingosine	Golgi apparatus	C18H40NO3
MAM03863r	Phytoceramide	Endoplasmic reticulum	C18H38NO3RCO
MAM02749r	phytosphingosine	Endoplasmic reticulum	C18H40NO3
MAM03586e	Galactosyl Glucosyl Ceramide	Extracellular	C30H56NO12RCO
MAM03635l	Ganglioside Gm1	Lysosome	C55H95N3O30RCO
MAM01905l	GA2	Lysosome	C38H69N2O17RCO
MAM01904l	GA1	Lysosome	C44H79N2O22RCO
MAM01946l	GD2	Lysosome	C60H101N4O33RCO
MAM01943l	GD1b	Lysosome	C66H111N4O38RCO
MAM02014l	GM2alpha	Lysosome	C49H85N3O25RCO
MAM02009l	GM1alpha	Lysosome	C55H95N3O30RCO
MAM03863c	Phytoceramide	Cytosol	C18H38NO3RCO
MAM01947e	GD3	Extracellular	C52H88N3O28RCO
MAM02015e	GM3	Extracellular	C41H72N2O20RCO
MAM01904e	GA1	Extracellular	C44H79N2O22RCO
MAM02009e	GM1alpha	Extracellular	C55H95N3O30RCO
MAM02014e	GM2alpha	Extracellular	C49H85N3O25RCO
MAM01947l	GD3	Lysosome	C52H88N3O28RCO
MAM03635e	Ganglioside Gm1	Extracellular	C55H95N3O30RCO
MAM03635c	Ganglioside Gm1	Cytosol	C55H95N3O30RCO
MAM02010e	GM1b	Extracellular	C55H95N3O30RCO
MAM01941e	GD1a	Extracellular	C66H111N4O38RCO
MAM01943e	GD1b	Extracellular	C66H111N4O38RCO
MAM02030e	GT1b	Extracellular	C77H127N5O46RCO
MAM01946e	GD2	Extracellular	C60H101N4O33RCO
MAM03635n	Ganglioside Gm1	Nucleus	C55H95N3O30RCO
MAM01941n	GD1a	Nucleus	C66H111N4O38RCO
MAM02684n	PC-LD pool	Nucleus	C10H18NO8PR2
MAM02908n	SM pool	Nucleus	C23H48N2O5PRCO
MAM03883c	Phytosphingosine-1-Phosphate	Cytosol	C18H39NO6P
MAM02929n	sphingosine	Nucleus	C18H38NO2
MAM02930n	sphingosine-1-phosphate	Nucleus	C18H37NO5P
MAM02927n	sphinganine	Nucleus	C18H40NO2
MAM02928n	sphinganine-1-phosphate	Nucleus	C18H39NO5P
MAM02738n	phosphocholine	Nucleus	C5H13NO4P
MAM01592e	CMP-N-acetylneuraminate	Extracellular	C20H29N4O16P
MAM03661c	2-Hydroxyhexadecanal	Cytosol	C16H32O2
MAM03197e	3,4-Dihydroxyphenylethanol	Extracellular	C8H10O3
MAM01947m	GD3	Mitochondria	C52H88N3O28RCO
MAM03970c	biomass	Cytosol	X
MAM00517c	12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid	Cytosol	C24H37O5
MAM00517e	12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid	Extracellular	C24H37O5
MAM03207c	3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid	Cytosol	C24H37O5
MAM03206c	3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid	Cytosol	C24H37O4
MAM03206e	3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid	Extracellular	C24H37O4
