rxns	rxnNames	formulas	grRules	subSystems
MAR10287	Exchange of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)	1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)[e] <=> 		Exchange/demand reactions
MAR10288	Exchange of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)	1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)[e] <=> 		Exchange/demand reactions
MAR10289	Exchange of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)	1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)[e] <=> 		Exchange/demand reactions
MAR10290	Exchange of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3	1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3[e] <=> 		Exchange/demand reactions
MAR10291	Exchange of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6	1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6[e] <=> 		Exchange/demand reactions
MAR10292	Exchange of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)	1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)[e] <=> 		Exchange/demand reactions
MAR10293	Exchange of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24	1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24[e] <=> 		Exchange/demand reactions
MAR10294	Exchange of Lysopc A C26:1 (Delta 5)	Lysopc A C26:1 (Delta 5)[e] <=> 		Exchange/demand reactions
MAR10295	Exchange of Lysopc A C28:0	Lysopc A C28:0[e] <=> 		Exchange/demand reactions
MAR10296	Exchange of Lysopc A C28:1 (Delta 5)	Lysopc A C28:1 (Delta 5)[e] <=> 		Exchange/demand reactions
MAR10297	Exchange of 1-Oleoylglycerophosphocholine (Delta 9)	1-Oleoylglycerophosphocholine (Delta 9)[e] <=> 		Exchange/demand reactions
MAR10298	Exchange of 1-Palmitoylglycerophosphocholine	1-Palmitoylglycerophosphocholine[e] <=> 		Exchange/demand reactions
MAR10299	Exchange of 1-Palmitoleoylglycerophosphocholine (Delta 9)	1-Palmitoleoylglycerophosphocholine (Delta 9)[e] <=> 		Exchange/demand reactions
MAR10300	Exchange of 1-Stearoylglycerophosphocholine	1-Stearoylglycerophosphocholine[e] <=> 		Exchange/demand reactions
MAR10301	Exchange of Erythro-5-Hydroxy-L-Lysinium	L-hydroxylysine[e] <=> 		Exchange/demand reactions
MAR10302	Exchange of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)	1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)[e] <=> 		Exchange/demand reactions
MAR10303	Exchange of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)	1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)[e] <=> 		Exchange/demand reactions
MAR10304	Exchange of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe)	1-Myristoylglycerophosphoethanolamine (C14:0 Pe)[e] <=> 		Exchange/demand reactions
MAR10305	Exchange of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)	1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)[e] <=> 		Exchange/demand reactions
MAR10306	Exchange of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)	1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)[e] <=> 		Exchange/demand reactions
MAR10307	Exchange of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)	1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)[e] <=> 		Exchange/demand reactions
MAR10308	Exchange of 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)	1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)[e] <=> 		Exchange/demand reactions
MAR10309	Exchange of 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)	1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)[e] <=> 		Exchange/demand reactions
MAR10310	Exchange of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)	1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)[e] <=> 		Exchange/demand reactions
MAR10311	Exchange of 2-Linoleoylglycerophosphoethanolamine	2-Linoleoylglycerophosphoethanolamine[e] <=> 		Exchange/demand reactions
MAR10312	Exchange of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine	1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine[e] <=> 		Exchange/demand reactions
MAR10313	Exchange of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)	1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)[e] <=> 		Exchange/demand reactions
MAR10314	Exchange of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12)	1-Linoleoylglycerophosphoethanolamine (Delta 9,12)[e] <=> 		Exchange/demand reactions
MAR10315	Exchange of Pentadecanoyl Thanolamide (C15:0)	Pentadecanoyl Thanolamide (C15:0)[e] <=> 		Exchange/demand reactions
MAR10316	Exchange of 1-Oleoylglycerophosphoethanolamine (Delta 9)	1-Oleoylglycerophosphoethanolamine (Delta 9)[e] <=> 		Exchange/demand reactions
MAR10317	Exchange of 1-Palmitoylglycerophosphoethanolamine	1-Palmitoylglycerophosphoethanolamine[e] <=> 		Exchange/demand reactions
MAR10318	Exchange of 1-Stearoylglycerophosphoethanolamine	1-Stearoylglycerophosphoethanolamine[e] <=> 		Exchange/demand reactions
MAR10319	Exchange of Palmitoylethanolamide	Palmitoylethanolamide[e] <=> 		Exchange/demand reactions
MAR10320	Exchange of L-Saccharopinate	saccharopine[e] <=> 		Exchange/demand reactions
MAR10321	Exchange of Sebacic Acid	Sebacicacid[e] <=> 		Exchange/demand reactions
MAR10322	Exchange of Sphingomyelin (D18:0/24:1)	Sm (D18:0/24:1), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10323	Exchange of Sphingomyelin (D18:1/14:0)	Sm (D18:1/14:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10324	Exchange of Sphingomyelin (D18:1/15:0)	Sm (D18:1/15:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10325	Exchange of Sphingomyelin (D18:1/16:0)	Sm (D18:1/16:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10326	Exchange of Sphingomyelin (D18:1/16:1)	Sm (D18:1/16:1), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10327	Exchange of Sphingomyelin (D18:1/17:0)	Sm (D18:1/17:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10328	Exchange of Sphingomyelin (D18:1/18:0)	Sm (D18:1/18:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10329	Exchange of Sphingomyelin (D18:1/18:1)	Sm (D18:1/18:1), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10330	Exchange of Sphingomyelin (D18:1/20:0)	Sm (D18:1/20:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10331	Exchange of Sphingomyelin (D18:1/20:1)	Sm (D18:1/20:1), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10332	Exchange of Sphingomyelin (D18:1/21:0)	Sm (D18:1/21:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10333	Exchange of Sphingomyelin (D18:1/22:0)	Sm (D18:1/22:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10334	Exchange of Sphingomyelin (D18:1/22:1)	Sm (D18:1/22:1), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10335	Exchange of Sphingomyelin (D18:1/23:0)	Sm (D18:1/23:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10336	Exchange of Sphingomyelin (D18:0/24:0)	Sm (D18:0/24:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10337	Exchange of Sphingomyelin (D18:0/25:0)	Sm (D18:0/25:0), Sphingomyelin[e] <=> 		Exchange/demand reactions
MAR10338	Exchange of Stearoyl Ethanolamide	Stearoyl Ethanolamide[e] <=> 		Exchange/demand reactions
MAR10339	Exchange of Suberic Acid	Suberic Acid[e] <=> 		Exchange/demand reactions
MAR10340	Exchange of Cis-5, 8-Tetradecadienoic Acid	Cia-5,8, Tetradecadienoic Acid[e] <=> 		Exchange/demand reactions
MAR10341	Exchange of C14:0-Ethanolamide, Tetradecanoyl Ethanolamide	C14:0-Ethanolamide, Tetradecanoyl Ethanolamide[e] <=> 		Exchange/demand reactions
MAR10342	Exchange of L-Threonate	threonate[e] <=> 		Exchange/demand reactions
MAR10343	Exchange of N6, N6, N6-Trimethyl-L-Lysine	N6,N6,N6-trimethyl-L-lysine[e] <=> 		Exchange/demand reactions
MAR10344	Exchange of Tridecanoyl Thanolamide (C13:0)	Tridecanoyl Thanolamide (C13:0)[e] <=> 		Exchange/demand reactions
MAR10345	Exchange of Tetradecanoyl Carnitine	tetradecenoylcarnitine(5)[e] <=> 		Exchange/demand reactions
MAR10346	Exchange of Thromboxane B2	thromboxane B2[e] <=> 		Exchange/demand reactions
MAR10347	Exchange of Urocanate	urocanate[e] <=> 		Exchange/demand reactions
MAR10348	Exchange of W-Hydroxyl Arachidonic Acid	10-HETE[e] <=> 		Exchange/demand reactions
MAR10349	Exchange of 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)	1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)[e] <=> 		Exchange/demand reactions
MAR10350	Exchange of 1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)	1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)[e] <=> 		Exchange/demand reactions
MAR10351	Exchange of 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)	1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)[e] <=> 		Exchange/demand reactions
MAR10352	Exchange of Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5, 8, 11, 14)	Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)[e] <=> 		Exchange/demand reactions
MAR10353	Exchange of 1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5, 8, 11, 14, 17)	1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)[e] <=> 		Exchange/demand reactions
MAR10354	Exchange of Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4, 7, 10, 13, 16, 19)	Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)[e] <=> 		Exchange/demand reactions
MAR10355	Transport of N-Formimidoyl-L-Glutamate	N-formimino-L-glutamate[c] <=> N-formimino-L-glutamate[e]		Transport reactions
MAR10356	Transport of Galactitol	galactitol[c] <=> galactitol[e]		Transport reactions
MAR10357	Acetylation of Glycine	acetyl-CoA[m] + glycine[m] => CoA[m] + H+[m] + Acetyl-Glycine[m]		Glycine, serine and threonine metabolism
MAR10358	Acetylation of Lysine	acetyl-CoA[m] + lysine[m] => CoA[m] + H+[m] + Acetyl-L-Lysine[m]		Lysine metabolism
MAR10359	Transport of Glycerol-2-Phosphate	2 H+[c] + Glycerol 2-Phosphate[c] <=> 2 H+[e] + Glycerol 2-Phosphate[e]		Transport reactions
MAR10360	Diffusion of Glycolate	glycolate[c] <=> glycolate[e]		Transport reactions
MAR10361	Malonate Transport, Antiport with Chloride	chloride[e] + malonate[c] <=> chloride[c] + malonate[e]		Transport reactions
MAR10362	Malonate Transport, Antiport with Bicarbonate	HCO3-[e] + malonate[c] <=> HCO3-[c] + malonate[e]		Transport reactions
MAR10363	Transport of Methylmalonate, Antiport with Sulphite	methylmalonate[c] + sulfite[e] <=> sulfite[c] + methylmalonate[e]		Transport reactions
MAR10364	Transport of Methylmalonate, Antiport with Sulphate	methylmalonate[c] + sulfate[e] <=> sulfate[c] + methylmalonate[e]		Transport reactions
MAR10365	Transport of Methylmalonate, Antiport with Thio-Sulphate	methylmalonate[c] + thiosulfate[e] <=> thiosulfate[c] + methylmalonate[e]		Transport reactions
MAR10366	Transport of Methylmalonate, Antiport with Phsophate	methylmalonate[c] + Pi[e] <=> Pi[c] + methylmalonate[e]		Transport reactions
MAR10367	Transport of O-Propanoylcarnitine, Sodium Symport	O-propanoylcarnitine[c] <=> O-propanoylcarnitine[e]		Transport reactions
MAR10368	Transport of Hexadecanediocacid by FATP	ATP[c] + H2O[c] + Hexadecanediocacid[c] => ADP[c] + H+[c] + Pi[c] + Hexadecanediocacid[e]		Transport reactions
MAR10369	Transport of Hexadecanediocacid by Diffusion	Hexadecanediocacid[c] <=> Hexadecanediocacid[e]		Transport reactions
MAR10370	Transport of Homogentisate	homogentisate[c] <=> homogentisate[e]		Transport reactions
MAR10371	Transport of Homocarnosine	Ca2+[c] + H+[e] + homocarnosine[c] <=> Ca2+[e] + H+[c] + homocarnosine[e]		Transport reactions
MAR10372	Transport of Homocitrulline	Homocitrulline[c] <=> Homocitrulline[e]		Transport reactions
MAR10373	3- (3-Hydroxyphenyl)Propionate Transport via Proton Symport, Reversible into Caco 2 Cells	H+[e] + 3-(3-Hydroxy-Phenyl)Propionate[e] <=> H+[c] + 3-(3-Hydroxy-Phenyl)Propionate[c]		Transport reactions
MAR10374	Hexanoyl-CoA hydrolase, Mitochondrial	H2O[m] + hexanoyl-CoA[m] => CoA[m] + H+[m] + hexanoic acid[m]	ENSG00000123130	Fatty acid oxidation
MAR10375	Transport of Hexanoate, Cytosol	hexanoyl-CoA[c] <=> hexanoyl-CoA[e]		Transport reactions
MAR10376	Transport of Hexanoate, Peroxisome	hexanoyl-CoA[x] <=> hexanoyl-CoA[c]		Transport reactions
MAR10377	Hexanoyl-CoA hydrolase, Peroxisome	H2O[x] + hexanoyl-CoA[x] => CoA[x] + H+[x] + hexanoic acid[x]	ENSG00000101473	Fatty acid oxidation
MAR10378	Transport of Indole-3-Acetate	indoleacetate[c] <=> indoleacetate[e]		Transport reactions
MAR10379	Transport of L-Cysteate, Taurine Transport System	chloride[e] + 2 Na+[e] + L-cysteate[e] <=> chloride[c] + L-cysteate[c] + 2 Na+[c]		Transport reactions
MAR10380	Transport of W-Carboxy Leukotriene B4, Active Transport	20-COOH-LTB4[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + 20-COOH-LTB4[e]		Transport reactions
MAR10381	Transport of W-Hydroxyl Leukotriene B4, Active Transport	20-OH-LTB4[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + 20-OH-LTB4[e]		Transport reactions
MAR10382	Transport of W-Hydroxyl Leukotriene B4, Intracellular Transport	20-OH-LTB4[r] + ATP[r] + H2O[r] => 20-OH-LTB4[c] + ADP[r] + H+[r] + Pi[r]		Transport reactions
MAR10383	Transport of Linoleyl Carnitine, Diffusion	linoleic-carnitine[c] <=> linoleic-carnitine[e]		Transport reactions
MAR10384	Transport of L-Pipecolic Acid by Sodium Symport, Extracellular	Na+[c] + L-pipecolate[c] <=> Na+[e] + L-pipecolate[e]		Transport reactions
MAR10385	Transport of L-Pipecolic Acid by Sodium Symport, Intracellular	Na+[c] + L-pipecolate[c] <=> L-pipecolate[x] + Na+[x]		Transport reactions
MAR10386	Transport of Lathosterol, Energy Dependant	ATP[c] + H2O[c] + lathosterol[c] => ADP[c] + H+[c] + Pi[c] + lathosterol[e]		Transport reactions
MAR10387	Transport of Lathosterol, Diffusion	lathosterol[c] <=> lathosterol[e]		Transport reactions
MAR10388	Transport of (R)-Mevalonate	(R)-mevalonate[c] <=> (R)-mevalonate[e]		Transport reactions
MAR10389	Transport of Myo-Inositol 1-Phosphate, Proton Symport	H+[e] + inositol-1-phosphate[e] <=> H+[c] + inositol-1-phosphate[c]		Transport reactions
MAR10390	Transport of N-Acetyl-L-Aspartate	3 Na+[c] + N-acetyl-L-aspartate[c] <=> 3 Na+[e] + N-acetyl-L-aspartate[e]		Transport reactions
MAR10391	Transport of N- (Omega)-Hydroxyarginine, Diffusion	N-(omega)-hydroxyarginine[c] <=> N-(omega)-hydroxyarginine[e]		Transport reactions
MAR10392	Transport of Oxaloacetate, Proton Symport	H+[c] + OAA[c] <=> H+[e] + OAA[e]		Transport reactions
MAR10393	Transport of Phenylacetate by Diffusion	phenylacetate[c] <=> phenylacetate[e]		Transport reactions
MAR10394	Transport of Erythro-5-Hydroxy-L-Lysinium, Diffusion	L-hydroxylysine[c] <=> L-hydroxylysine[e]		Transport reactions
MAR10395	Formation of Prostaglandin I2	prostaglandin I2[c] <=> 15-Keto-Prostaglandin F2A[c]		Transport reactions
MAR10396	Transport of O-Phospho-L-Serine, Diffusion	3-phosphoserine[c] <=> 3-phosphoserine[e]		Transport reactions
MAR10397	Transport of L-Saccharopinate, Intracellular	saccharopine[c] <=> saccharopine[m]		Transport reactions
MAR10398	Transport of L-Saccharopinate, Extracellular	saccharopine[c] <=> saccharopine[e]		Transport reactions
MAR10399	Transport of Sebacic Acid by Diffusion	Sebacicacid[c] <=> Sebacicacid[e]		Transport reactions
MAR10400	Transport of Suberic Acid by Diffusion	Suberic Acid[c] <=> Suberic Acid[e]		Transport reactions
MAR10401	Transport of Cis-5, 8-Tetradecadienoic Acid, Active Transport	ATP[c] + H2O[c] + Cia-5,8, Tetradecadienoic Acid[c] => ADP[c] + H+[c] + Pi[c] + Cia-5,8, Tetradecadienoic Acid[e]		Transport reactions
MAR10402	Transport of Cis-5, 8-Tetradecadienoic Acid, Diffusion	Cia-5,8, Tetradecadienoic Acid[c] <=> Cia-5,8, Tetradecadienoic Acid[e]		Transport reactions
MAR10403	Acetylation of Threonine	acetyl-CoA[m] + threonine[m] => CoA[m] + H+[m] + Acetyl-Threonine[m]		Glycine, serine and threonine metabolism
MAR10404	Transport of L-Threonate by Active Transport	ATP[c] + H2O[c] + threonate[c] => ADP[c] + H+[c] + Pi[c] + threonate[e]		Transport reactions
MAR10405	Transport of N6, N6, N6-Trimethyl-L-Lysine, Diffusion	N6,N6,N6-trimethyl-L-lysine[c] <=> N6,N6,N6-trimethyl-L-lysine[e]		Transport reactions
MAR10406	Formation of Thromboxane B2	H2O[c] + thromboxane A2[c] <=> thromboxane B2[c]		Eicosanoid metabolism
MAR10407	Transport of Thromboxane B2	ATP[c] + H2O[c] + thromboxane B2[c] => ADP[c] + H+[c] + Pi[c] + thromboxane B2[e]		Transport reactions
MAR10408	Transport of Urocanate	urocanate[c] <=> urocanate[e]		Transport reactions
MAR10409	Transport of W-Hydroxyl Arachidonic Acid, Active Transport	10-HETE[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + 10-HETE[e]		Transport reactions
MAR10411	Transport of W-Hydroxyl Arachidonic Acid, Intracellular	10-HETE[r] + ATP[r] + H2O[r] => 10-HETE[c] + ADP[r] + H+[r] + Pi[r]		Transport reactions
MAR10412	Acetylation of Isoleucine	acetyl-CoA[m] + isoleucine[m] => CoA[m] + H+[m] + Acetyl Isoleucine (Chemspider Id: 9964364)[m]		Valine, leucine, and isoleucine metabolism
MAR10413	Transport of Acetyl Isoleucine, Intracellular	Acetyl Isoleucine (Chemspider Id: 9964364)[m] <=> Acetyl Isoleucine (Chemspider Id: 9964364)[c]		Transport reactions
MAR10414	Transport of Acetyl Isoleucine, Extracellular	Acetyl Isoleucine (Chemspider Id: 9964364)[c] <=> Acetyl Isoleucine (Chemspider Id: 9964364)[e]		Transport reactions
MAR10415	Exchange of Acetyl Isoleucine	Acetyl Isoleucine (Chemspider Id: 9964364)[e] <=> 		Exchange/demand reactions
MAR10416	Acetylation of Leucine	acetyl-CoA[m] + leucine[m] => CoA[m] + H+[m] + N-Acetylleucine[m]		Valine, leucine, and isoleucine metabolism
MAR10417	Transport of Acetyl Leucine, Intracellular	N-Acetylleucine[m] <=> N-Acetylleucine[c]		Transport reactions
MAR10418	Transport of Acetyl Leucine, Extracellular	N-Acetylleucine[c] <=> N-Acetylleucine[e]		Transport reactions
MAR10419	Exchange of Acetyl Leucine	N-Acetylleucine[e] <=> 		Exchange/demand reactions
MAR10420	Transport of Acetyl Homoserine, Intracellular	Acetylhomoserine[m] <=> Acetylhomoserine[c]		Transport reactions
MAR10421	Transport of Acetyl Homoserine, Extracellular	Acetylhomoserine[c] <=> Acetylhomoserine[e]		Transport reactions
MAR10422	Exchange of Acetyl Homoserine	Acetylhomoserine[e] <=> 		Exchange/demand reactions
MAR10423	Transport of Phenylacetylglycine, Extracellular	Phenylacetylglycine_phacgly[c] <=> Phenylacetylglycine_phacgly[e]		Transport reactions
MAR10424	Exchange of Phenylacetylglycine	Phenylacetylglycine_phacgly[e] <=> 		Exchange/demand reactions
MAR10425	Transport of Estriol	ATP[c] + estriol[c] + H2O[c] => ADP[c] + estriol[e] + H+[c] + Pi[c]		Transport reactions
MAR10426	Exchange of 3- (3-Hydroxy-Phenyl)Propionate	3-(3-Hydroxy-Phenyl)Propionate[e] <=> 		Exchange/demand reactions
MAR10427	Exchange of 3-Methoxytyramine	3-methoxytyramine[e] <=> 		Exchange/demand reactions
MAR10428	Exchange of 5-Amino-4-Oxopentanoate	5-aminolevulinate[e] <=> 		Exchange/demand reactions
MAR10429	Exchange of D-Arabitol	D-Arabitol[e] <=> 		Exchange/demand reactions
MAR10430	Exchange of N-Acetyl-L-Glutamate	N-acetyl-L-glutamate[e] <=> 		Exchange/demand reactions
MAR10431	Exchange of Allantoin	allantoin[e] <=> 		Exchange/demand reactions
MAR10432	Exchange of 11-Cis-Eicosenoate	cis-gondoic acid[e] <=> 		Exchange/demand reactions
MAR10434	Exchange of Laurate	lauric acid[e] <=> 		Exchange/demand reactions
MAR10435	Exchange of Glycerol-2-Phosphate	Glycerol 2-Phosphate[e] <=> 		Exchange/demand reactions
MAR10436	Exchange of Glycolate	glycolate[e] <=> 		Exchange/demand reactions
MAR10437	Exchnage for L-Cysteate	L-cysteate[e] <=> 		Exchange/demand reactions
MAR10438	Exchange of Oxaloacetate	OAA[e] <=> 		Exchange/demand reactions
MAR10439	Exchange of Phenylacetate	phenylacetate[e] <=> 		Exchange/demand reactions
MAR10440	Exchange of Phenyl Lactate	Phenyllactate[e] <=> 		Exchange/demand reactions
MAR10441	Exchange of O-Phospho-L-Serine	3-phosphoserine[e] <=> 		Exchange/demand reactions
MAR10442	Exchange of Tetradecenoate (N-C14:1)	(9E)-tetradecenoic acid[e] <=> 		Exchange/demand reactions
MAR10443	Glucuronidation of 3- (3-Hydroxyphenyl)Propionate Hydroxy Derivative	UDP-glucuronate[c] + 3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative[c] => H+[c] + UDP[c] + 3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide[c]		Phenylalanine metabolism
MAR10444	Acetylation of Homoserine	acetyl-CoA[m] + homoserine[m] => CoA[m] + H+[m] + Acetylhomoserine[m]		Glycine, serine and threonine metabolism
MAR10445	Formation of Tauroursodeoxycholate	taurine[c] + Ursodeoxycholyl Coenzyme A[c] => CoA[c] + tauroursodeoxycholate[c]	ENSG00000136881	Bile acid biosynthesis
MAR10446	Formation of Glycoursodeoxycholate	glycine[c] + Ursodeoxycholyl Coenzyme A[c] => CoA[c] + glycoursodeoxycholate[c]	ENSG00000136881	Bile acid biosynthesis
MAR10448	Formation of 7-Ketolithocholate	chenodiol[c] + H+[c] + NADPH[c] + O2[c] => 2 H2O[c] + NADP+[c] + 7-Ketolithocholate[c]		Bile acid biosynthesis
MAR10449	Formation of Ursodeoxycholate	H+[c] + NADPH[c] + 7-Ketolithocholate[c] => NADP+[c] + ursodeoxycholate[c]		Bile acid biosynthesis
MAR10450	Formation of Ursodeoxycholyl Coa	ATP[c] + CoA[c] + ursodeoxycholate[c] => AMP[c] + PPi[c] + Ursodeoxycholyl Coenzyme A[c]		Bile acid biosynthesis
MAR10451	Transport of Bile Acid, Tauroursodeoxycholate, Active Transport	ATP[c] + H2O[c] + tauroursodeoxycholate[c] => ADP[c] + H+[c] + Pi[c] + tauroursodeoxycholate[e]	ENSG00000073734 or ENSG00000108846 or ENSG00000121270	Bile acid biosynthesis
MAR10452	Transport of Bile Acid, Glycoursodeoxycholate, Active Transport	ATP[c] + glycoursodeoxycholate[c] + H2O[c] => ADP[c] + glycoursodeoxycholate[e] + H+[c] + Pi[c]	ENSG00000073734 or ENSG00000108846 or ENSG00000121270	Bile acid biosynthesis
MAR10453	Transport of Bile Acid, Ursodeoxycholate, Active Transport	ATP[c] + H2O[c] + ursodeoxycholate[c] => ADP[c] + H+[c] + Pi[c] + ursodeoxycholate[e]	ENSG00000023839 or ENSG00000073734 or ENSG00000108846 or ENSG00000125257	Transport reactions
MAR10454	Transport of Bile Acid, Sulfochenodeoxycholate, Active Transport	ATP[c] + H2O[c] + sulfochenodeoxycholate[c] => ADP[c] + H+[c] + Pi[c] + sulfochenodeoxycholate[e]	ENSG00000023839 or ENSG00000108846 or ENSG00000118777 or ENSG00000125257	Transport reactions
MAR10455	Transport of 26-Hydroxycholesterol, Intracellular	26-hydroxycholesterol[m] <=> 26-hydroxycholesterol[c]		Transport reactions
MAR10456	Intracellular Transport of Lysophosphatidic Acid	Lysophosphatidic Acid[x] <=> Lysophosphatidic Acid[c]		Transport reactions
MAR10457	Benzoyl Coenzyme A Formation	ATP[m] + CoA[m] + benzoate[m] => AMP[m] + PPi[m] + Benzoyl Coenzyme A[m]		Hippurate metabolism
MAR10458	Hippurate (Benzoylglycinate) Formation	glycine[m] + Benzoyl Coenzyme A[m] => CoA[m] + H+[m] + hippurate[m]		Hippurate metabolism
MAR10459	Glycine-N-Acetyltransferase	glycine[m] + phenylacetyl-CoA[m] <=> CoA[m] + H+[m] + phenylacetylglycine[m]	ENSG00000149124	Phenylalanine metabolism
MAR10460	P-Cresol Sulfate Formation from P-Cresol	PAPS[c] + P-Cresol[c] => PAP[c] + P-Cresol Sulfate[c]	ENSG00000196502	Miscellaneous
MAR10461	Indoxyl Formation from Indole	H2O[c] + NADP+[c] + Indole[c] => 2 H+[c] + NADPH[c] + Indoxyl[c]	ENSG00000130649	Miscellaneous
MAR10462	Indoxyl Sulfate Formation from Indoxyl	PAPS[c] + Indoxyl[c] => PAP[c] + Indoxyl Sulfate[c]	ENSG00000196502	Miscellaneous
MAR10463	Indole Uptake into the Liver	Indole[e] => Indole[c]		Transport reactions
MAR10464	Indoxyl Sulfate Transport into the Kidney via Oat1 (Slc22A6)	AKG[c] + Indoxyl Sulfate[e] => AKG[e] + Indoxyl Sulfate[c]	ENSG00000197901	Transport reactions
MAR10465	P-Cresol Uptake into the Liver	P-Cresol[e] => P-Cresol[c]		Transport reactions
MAR10466	Secretion of P-Cresol Sulfate	P-Cresol Sulfate[c] <=> P-Cresol Sulfate[e]		Transport reactions
MAR10468	3-Hydroxycinnamic Acid Uptake	3-Hydroxycinnamic Acid[e] <=> 3-Hydroxycinnamic Acid[c]		Transport reactions
